QueryId	SubjectId	Identity(%)	Length	Mismatches	Gap_opens	Q_Start	Q_End	S_Start	S_End	Evalue	BitScore	Genome	Strand	Gene	G_upstream	G_downstream	S_Center	RM	ID
PmTHIC	BLYE01000002_1	93.75	32	2	0	5	36	1399325	1399356	3.35e-6	48.1	Nitzschia_putrida_Nputr_1.0	+	BLYE01000002_1:1399325-1399356			1399340.5	F	130
FcSSSP	BLYE01000002_1	93.548	31	2	0	5	35	1399326	1399356	1.26e-5	46.1	Nitzschia_putrida_Nputr_1.0	+	BLYE01000002_1:1399326-1399356			1399341	F	131
FcTHIC	BLYE01000002_1	90	30	3	0	7	36	1399327	1399356	0.013	36.2	Nitzschia_putrida_Nputr_1.0	+	BLYE01000002_1:1399327-1399356			1399341.5	F	132
TpSSSP	BLYE01000002_1	100	14	0	0	7	20	1556637	1556624	3.1	28.2	Nitzschia_putrida_Nputr_1.0	-	BLYE01000002_1:1556637-1556624			1556630.5	F	133
TpSSSP	BLYE01000003_1	100	14	0	0	13	26	677284	677271	3.1	28.2	Nitzschia_putrida_Nputr_1.0	-	BLYE01000003_1:677284-677271			677277.5	F	134
TpSSSP	BLYE01000006_1	94.737	19	1	0	9	27	16048	16066	0.79	30.2	Nitzschia_putrida_Nputr_1.0	+	BLYE01000006_1:16048-16066			16057	F	135
PtTHIC	BLYE01000007_1	100	16	0	0	9	24	537132	537147	0.19	32.2	Nitzschia_putrida_Nputr_1.0	+	BLYE01000007_1:537132-537147			537139.5	F	136
TpSSSP	BLYE01000008_1	100	14	0	0	18	31	644148	644135	3.1	28.2	Nitzschia_putrida_Nputr_1.0	-	BLYE01000008_1:644148-644135			644141.5	F	137
FcTHIC	BLYE01000010_1	100	14	0	0	20	33	468877	468890	3.1	28.2	Nitzschia_putrida_Nputr_1.0	+	BLYE01000010_1:468877-468890			468883.5	F	138
TpSSSP	BLYE01000011_1	100	14	0	0	4	17	567295	567282	3.1	28.2	Nitzschia_putrida_Nputr_1.0	-	BLYE01000011_1:567295-567282			567288.5	F	139
FcSSSP	BLYE01000016_1	100	14	0	0	8	21	5779	5792	3	28.2	Nitzschia_putrida_Nputr_1.0	+	BLYE01000016_1:5779-5792			5785.5	F	140
FcTHIC	BLYE01000016_1	100	15	0	0	6	20	330323	330337	0.79	30.2	Nitzschia_putrida_Nputr_1.0	+	BLYE01000016_1:330323-330337			330330	F	141
FcSSSP	BLYE01000016_1	100	14	0	0	6	19	330324	330337	3	28.2	Nitzschia_putrida_Nputr_1.0	+	BLYE01000016_1:330324-330337			330330.5	F	142
FcTHIC	BLYE01000017_1	100	14	0	0	14	27	210461	210448	3.1	28.2	Nitzschia_putrida_Nputr_1.0	-	BLYE01000017_1:210461-210448			210454.5	F	143
PtTHIC	BLYE01000018_1	100	14	0	0	7	20	40856	40843	3	28.2	Nitzschia_putrida_Nputr_1.0	-	BLYE01000018_1:40856-40843			40849.5	F	144
PtTHIC	BLYE01000018_1	100	14	0	0	7	20	52782	52769	3	28.2	Nitzschia_putrida_Nputr_1.0	-	BLYE01000018_1:52782-52769			52775.5	F	145
PtTHIC	BLYE01000018_1	100	14	0	0	7	20	72903	72890	3	28.2	Nitzschia_putrida_Nputr_1.0	-	BLYE01000018_1:72903-72890			72896.5	F	146
PtTHIC	BLYE01000018_1	100	14	0	0	7	20	93026	93013	3	28.2	Nitzschia_putrida_Nputr_1.0	-	BLYE01000018_1:93026-93013			93019.5	F	147
PtTHIC	BLYE01000018_1	100	14	0	0	7	20	104943	104930	3	28.2	Nitzschia_putrida_Nputr_1.0	-	BLYE01000018_1:104943-104930			104936.5	F	148
TpTHI1	BLYE01000018_1	100	14	0	0	1	14	356305	356318	3	28.2	Nitzschia_putrida_Nputr_1.0	+	BLYE01000018_1:356305-356318			356311.5	F	149
FcSSSP	BLYE01000018_1	100	14	0	0	11	24	361174	361187	3	28.2	Nitzschia_putrida_Nputr_1.0	+	BLYE01000018_1:361174-361187			361180.5	F	150
TpSSSP	BLYE01000018_1	100	16	0	0	13	28	674952	674937	0.2	32.2	Nitzschia_putrida_Nputr_1.0	-	BLYE01000018_1:674952-674937			674944.5	F	151
TpSSSP	BLYE01000021_1	100	14	0	0	7	20	311559	311546	3.1	28.2	Nitzschia_putrida_Nputr_1.0	-	BLYE01000021_1:311559-311546			311552.5	F	152
FcSSSP	BLYE01000023_1	100	14	0	0	4	17	62874	62887	3	28.2	Nitzschia_putrida_Nputr_1.0	+	BLYE01000023_1:62874-62887			62880.5	F	153
TpSSSP	BLYE01000023_1	100	14	0	0	22	35	257607	257620	3.1	28.2	Nitzschia_putrida_Nputr_1.0	+	BLYE01000023_1:257607-257620			257613.5	F	154
TpSSSP	BLYE01000027_1	100	14	0	0	4	17	69431	69444	3.1	28.2	Nitzschia_putrida_Nputr_1.0	+	BLYE01000027_1:69431-69444			69437.5	F	155
TpSSSP	BLYE01000027_1	100	15	0	0	5	19	275403	275417	0.79	30.2	Nitzschia_putrida_Nputr_1.0	+	BLYE01000027_1:275403-275417			275410	F	156
TpTHI1	BLYE01000027_1	100	14	0	0	21	34	281785	281798	3	28.2	Nitzschia_putrida_Nputr_1.0	+	BLYE01000027_1:281785-281798			281791.5	F	157
TpTHI1	BLYE01000029_1	100	14	0	0	4	17	157303	157290	3	28.2	Nitzschia_putrida_Nputr_1.0	-	BLYE01000029_1:157303-157290			157296.5	F	158
FcSSSP	BLYE01000029_1	94.444	18	1	0	9	26	337385	337402	3	28.2	Nitzschia_putrida_Nputr_1.0	+	BLYE01000029_1:337385-337402			337393.5	F	159
TpSSSP	BLYE01000031_1	100	14	0	0	8	21	280631	280618	3.1	28.2	Nitzschia_putrida_Nputr_1.0	-	BLYE01000031_1:280631-280618			280624.5	F	160
PtTHIC	BLYE01000032_1	100	14	0	0	4	17	275215	275202	3	28.2	Nitzschia_putrida_Nputr_1.0	-	BLYE01000032_1:275215-275202			275208.5	F	161
TpTHI1	BLYE01000042_1	100	14	0	0	8	21	194328	194341	3	28.2	Nitzschia_putrida_Nputr_1.0	+	BLYE01000042_1:194328-194341			194334.5	F	162
TpSSSP	BLYE01000049_1	94.444	18	1	0	7	24	91911	91928	3.1	28.2	Nitzschia_putrida_Nputr_1.0	+	BLYE01000049_1:91911-91928			91919.5	F	163
TpTHI1	BLYE01000052_1	94.737	19	1	0	4	22	137144	137126	0.75	30.2	Nitzschia_putrida_Nputr_1.0	-	BLYE01000052_1:137144-137126			137135	F	164
FcSSSP	BLYE01000054_1	100	15	0	0	12	26	93651	93665	0.75	30.2	Nitzschia_putrida_Nputr_1.0	+	BLYE01000054_1:93651-93665			93658	F	165
FcTHIC	BLYE01000059_1	100	15	0	0	12	26	84928	84914	0.79	30.2	Nitzschia_putrida_Nputr_1.0	-	BLYE01000059_1:84928-84914			84921	F	166
FcTHIC	BLYE01000068_1	100	15	0	0	6	20	44210	44224	0.79	30.2	Nitzschia_putrida_Nputr_1.0	+	BLYE01000068_1:44210-44224			44217	F	167
FcSSSP	BLYE01000068_1	100	14	0	0	6	19	44211	44224	3	28.2	Nitzschia_putrida_Nputr_1.0	+	BLYE01000068_1:44211-44224			44217.5	F	168
PtTHIC	BLYE01000071_1	94.444	18	1	0	18	35	23142	23159	3	28.2	Nitzschia_putrida_Nputr_1.0	+	BLYE01000071_1:23142-23159			23150.5	F	169
FcSSSP	BLYE01000084_1	100	14	0	0	7	20	21828	21815	3	28.2	Nitzschia_putrida_Nputr_1.0	-	BLYE01000084_1:21828-21815			21821.5	F	170
PtTHIC	BLYE01000093_1	94.444	18	1	0	1	18	91917	91900	3	28.2	Nitzschia_putrida_Nputr_1.0	-	BLYE01000093_1:91917-91900			91908.5	F	171
PtTHIC	BLYE01000119_1	100	16	0	0	9	24	126068	126083	0.19	32.2	Nitzschia_putrida_Nputr_1.0	+	BLYE01000119_1:126068-126083			126075.5	F	172
FcTHIC	BLYE01000127_1	100	14	0	0	20	33	51420	51433	3.1	28.2	Nitzschia_putrida_Nputr_1.0	+	BLYE01000127_1:51420-51433			51426.5	F	173
FcTHIC	BLYE01000156_1	100	14	0	0	14	27	21656	21643	3.1	28.2	Nitzschia_putrida_Nputr_1.0	-	BLYE01000156_1:21656-21643			21649.5	F	174
TpSSSP	BLYE01000173_1	100	14	0	0	22	35	28969	28982	3.1	28.2	Nitzschia_putrida_Nputr_1.0	+	BLYE01000173_1:28969-28982			28975.5	F	175
FcSSSP	BLYE01000190_1	94.444	18	1	0	9	26	28020	28037	3	28.2	Nitzschia_putrida_Nputr_1.0	+	BLYE01000190_1:28020-28037			28028.5	F	176
TpTHI1	BLYE01000214_1	100	14	0	0	8	21	42137	42150	3	28.2	Nitzschia_putrida_Nputr_1.0	+	BLYE01000214_1:42137-42150			42143.5	F	177
TpSSSP	BLYE01000221_1	94.444	18	1	0	7	24	93955	93972	3.1	28.2	Nitzschia_putrida_Nputr_1.0	+	BLYE01000221_1:93955-93972			93963.5	F	178
FcTHIC	CAACVS010000001_1	100	14	0	0	13	26	369931	369918	3.7	28.2	Pseudo-nitzschia_multistriata_ASM90066040v1	-	gene-PSNMU_V1.4_AUG-EV-PASAV3_0002180	gene-PSNMU_V1.4_AUG-EV-PASAV3_0002170	gene-PSNMU_V1.4_AUG-EV-PASAV3_0002190	369924.5	F	179
FcTHIC	CAACVS010000001_1	100	14	0	0	12	25	588605	588618	3.7	28.2	Pseudo-nitzschia_multistriata_ASM90066040v1	+	CAACVS010000001_1:588605-588618	gene-PSNMU_V1.4_AUG-EV-PASAV3_0002750	gene-PSNMU_V1.4_AUG-EV-PASAV3_0002760	588611.5	F	180
FcSSSP	CAACVS010000021_1	96.774	31	1	0	5	35	51131	51101	6.23e-8	54	Pseudo-nitzschia_multistriata_ASM90066040v1	-	CAACVS010000021_1:51131-51101	gene-PSNMU_V1.4_AUG-EV-PASAV3_0008950	gene-PSNMU_V1.4_AUG-EV-PASAV3_0008960	51116	F	181
PtSSSP	CAACVS010000021_1	87.5	32	4	0	5	36	51132	51101	0.24	32.2	Pseudo-nitzschia_multistriata_ASM90066040v1	-	CAACVS010000021_1:51132-51101	gene-PSNMU_V1.4_AUG-EV-PASAV3_0008950	gene-PSNMU_V1.4_AUG-EV-PASAV3_0008960	51116.5	F	182
PmSSSP	CAACVS010000021_1	100	36	0	0	1	36	51136	51101	2.79e-13	71.9	Pseudo-nitzschia_multistriata_ASM90066040v1	-	CAACVS010000021_1:51136-51101	gene-PSNMU_V1.4_AUG-EV-PASAV3_0008950	gene-PSNMU_V1.4_AUG-EV-PASAV3_0008960	51118.5	F	183
TpTHI1	CAACVS010000021_1	90.323	31	3	0	1	31	51136	51106	0.004	38.2	Pseudo-nitzschia_multistriata_ASM90066040v1	-	CAACVS010000021_1:51136-51106	gene-PSNMU_V1.4_AUG-EV-PASAV3_0008950	gene-PSNMU_V1.4_AUG-EV-PASAV3_0008960	51121	F	184
FcTHIC	CAACVS010000043_1	100	14	0	0	12	25	41236	41223	3.7	28.2	Pseudo-nitzschia_multistriata_ASM90066040v1	-	gene-PSNMU_V1.4_AUG-EV-PASAV3_0016420	gene-PSNMU_V1.4_AUG-EV-PASAV3_0016410	gene-PSNMU_V1.4_AUG-EV-PASAV3_0016430	41229.5	F	185
PtTHIC	CAACVS010000060_1	100	14	0	0	1	14	84744	84731	3.6	28.2	Pseudo-nitzschia_multistriata_ASM90066040v1	-	CAACVS010000060_1:84744-84731	gene-PSNMU_V1.4_AUG-EV-PASAV3_0021780	gene-PSNMU_V1.4_AUG-EV-PASAV3_0021790	84737.5	F	186
FcTHIC	CAACVS010000096_1	100	14	0	0	13	26	101575	101562	3.7	28.2	Pseudo-nitzschia_multistriata_ASM90066040v1	-	CAACVS010000096_1:101575-101562	gene-PSNMU_V1.4_AUG-EV-PASAV3_0033840	gene-PSNMU_V1.4_AUG-EV-PASAV3_0033850	101568.5	F	187
TpSSSP	CAACVS010000115_1	94.444	18	1	0	12	29	112656	112673	3.7	28.2	Pseudo-nitzschia_multistriata_ASM90066040v1	+	gene-PSNMU_V1.4_AUG-EV-PASAV3_0038530	gene-PSNMU_V1.4_AUG-EV-PASAV3_0038520	gene-PSNMU_V1.4_AUG-EV-PASAV3_0038540	112664.5	F	188
TpSSSP	CAACVS010000115_1	100	14	0	0	10	23	270499	270512	3.7	28.2	Pseudo-nitzschia_multistriata_ASM90066040v1	+	gene-PSNMU_V1.4_AUG-EV-PASAV3_0038890	gene-PSNMU_V1.4_AUG-EV-PASAV3_0038880	gene-PSNMU_V1.4_AUG-EV-PASAV3_0038900	270505.5	F	189
PtSSSP	CAACVS010000125_1	100	14	0	0	16	29	15903	15890	3.7	28.2	Pseudo-nitzschia_multistriata_ASM90066040v1	-	CAACVS010000125_1:15903-15890	gene-PSNMU_V1.4_AUG-EV-PASAV3_0041790	gene-PSNMU_V1.4_AUG-EV-PASAV3_0041810	15896.5	F	190
TpTHI1	CAACVS010000125_1	100	15	0	0	9	23	56906	56920	0.9	30.2	Pseudo-nitzschia_multistriata_ASM90066040v1	+	CAACVS010000125_1:56906-56920	gene-PSNMU_V1.4_AUG-EV-PASAV3_0041940	gene-PSNMU_V1.4_AUG-EV-PASAV3_0041950	56913	F	191
TpSSSP	CAACVS010000144_1	100	14	0	0	11	24	50710	50723	3.7	28.2	Pseudo-nitzschia_multistriata_ASM90066040v1	+	CAACVS010000144_1:50710-50723	gene-PSNMU_V1.4_AUG-EV-PASAV3_0046600	gene-PSNMU_V1.4_AUG-EV-PASAV3_0046610	50716.5	F	192
PtTHIC	CAACVS010000150_1	100	14	0	0	14	27	96152	96165	3.6	28.2	Pseudo-nitzschia_multistriata_ASM90066040v1	+	CAACVS010000150_1:96152-96165	gene-PSNMU_V1.4_AUG-EV-PASAV3_0048530	gene-PSNMU_V1.4_AUG-EV-PASAV3_0048540	96158.5	F	193
FcSSSP	CAACVS010000170_1	96.774	31	1	0	5	35	15652	15622	6.23e-8	54	Pseudo-nitzschia_multistriata_ASM90066040v1	-	gene-PSNMU_V1.4_AUG-EV-PASAV3_0053000	gene-PSNMU_V1.4_AUG-EV-PASAV3_0052990	gene-PSNMU_V1.4_AUG-EV-PASAV3_0053010	15637	F	194
FcSSSP	CAACVS010000181_1	100	15	0	0	14	28	101664	101678	0.9	30.2	Pseudo-nitzschia_multistriata_ASM90066040v1	+	gene-PSNMU_V1.4_AUG-EV-PASAV3_0055180	gene-PSNMU_V1.4_AUG-EV-PASAV3_0055170	gene-PSNMU_V1.4_AUG-EV-PASAV3_0055190	101671	F	195
TpSSSP	CAACVS010000269_1	100	14	0	0	3	16	116727	116714	3.7	28.2	Pseudo-nitzschia_multistriata_ASM90066040v1	-	gene-PSNMU_V1.4_AUG-EV-PASAV3_0071510	gene-PSNMU_V1.4_AUG-EV-PASAV3_0071500	gene-PSNMU_V1.4_AUG-EV-PASAV3_0071520	116720.5	F	196
TpTHI1	CAACVS010000292_1	100	15	0	0	7	21	31335	31349	0.9	30.2	Pseudo-nitzschia_multistriata_ASM90066040v1	+	gene-PSNMU_V1.4_AUG-EV-PASAV3_0074640	gene-PSNMU_V1.4_AUG-EV-PASAV3_0074630	gene-PSNMU_V1.4_AUG-EV-PASAV3_0074650	31342	F	197
FcTHIC	CAACVS010000322_1	95.238	21	1	0	9	29	20108	20088	0.061	34.2	Pseudo-nitzschia_multistriata_ASM90066040v1	-	CAACVS010000322_1:20108-20088	gene-PSNMU_V1.4_AUG-EV-PASAV3_0078660	gene-PSNMU_V1.4_AUG-EV-PASAV3_0078670	20098	F	198
FcSSSP	CAACVS010000322_1	100	14	0	0	8	21	20108	20095	3.6	28.2	Pseudo-nitzschia_multistriata_ASM90066040v1	-	CAACVS010000322_1:20108-20095	gene-PSNMU_V1.4_AUG-EV-PASAV3_0078660	gene-PSNMU_V1.4_AUG-EV-PASAV3_0078670	20101.5	F	199
PtSSSP	CAACVS010000335_1	100	14	0	0	7	20	327211	327224	3.7	28.2	Pseudo-nitzschia_multistriata_ASM90066040v1	+	gene-PSNMU_V1.4_AUG-EV-PASAV3_0081550	gene-PSNMU_V1.4_AUG-EV-PASAV3_0081540	gene-PSNMU_V1.4_AUG-EV-PASAV3_0081560	327217.5	F	200
PtTHIC	CAACVS010000346_1	100	14	0	0	15	28	2904	2891	3.6	28.2	Pseudo-nitzschia_multistriata_ASM90066040v1	-	gene-PSNMU_V1.4_AUG-EV-PASAV3_0082610	gene-PSNMU_V1.4_AUG-EV-PASAV3_0082520	gene-PSNMU_V1.4_AUG-EV-PASAV3_0082620	2897.5	F	201
TpSSSP	CAACVS010000346_1	100	14	0	0	6	19	42694	42681	3.7	28.2	Pseudo-nitzschia_multistriata_ASM90066040v1	-	CAACVS010000346_1:42694-42681	gene-PSNMU_V1.4_AUG-EV-PASAV3_0082760	gene-PSNMU_V1.4_AUG-EV-PASAV3_0082770	42687.5	F	202
PtTHIC	CAACVS010000352_1	100	14	0	0	18	31	14223	14236	3.6	28.2	Pseudo-nitzschia_multistriata_ASM90066040v1	+	CAACVS010000352_1:14223-14236			14229.5	F	203
TpTHI1	CAACVS010000376_1	100	14	0	0	4	17	177826	177839	3.6	28.2	Pseudo-nitzschia_multistriata_ASM90066040v1	+	gene-PSNMU_V1.4_AUG-EV-PASAV3_0086530	gene-PSNMU_V1.4_AUG-EV-PASAV3_0086520	gene-PSNMU_V1.4_AUG-EV-PASAV3_0086540	177832.5	F	204
TpSSSP	CAACVS010000382_1	100	14	0	0	11	24	32810	32823	3.7	28.2	Pseudo-nitzschia_multistriata_ASM90066040v1	+	CAACVS010000382_1:32810-32823	gene-PSNMU_V1.4_AUG-EV-PASAV3_0086910	gene-PSNMU_V1.4_AUG-EV-PASAV3_0086920	32816.5	F	205
TpTHI1	CAACVS010000440_1	100	14	0	0	1	14	201916	201903	3.6	28.2	Pseudo-nitzschia_multistriata_ASM90066040v1	-	gene-PSNMU_V1.4_AUG-EV-PASAV3_0093620	gene-PSNMU_V1.4_AUG-EV-PASAV3_0093610	gene-PSNMU_V1.4_AUG-EV-PASAV3_0093630	201909.5	F	206
FcSSSP	CAACVS010000449_1	100	15	0	0	8	22	99396	99410	0.9	30.2	Pseudo-nitzschia_multistriata_ASM90066040v1	+	gene-PSNMU_V1.4_AUG-EV-PASAV3_0095140	gene-PSNMU_V1.4_AUG-EV-PASAV3_0095130	gene-PSNMU_V1.4_AUG-EV-PASAV3_0095150	99403	F	207
PtSSSP	CAACVS010000460_1	100	15	0	0	15	29	873	859	0.95	30.2	Pseudo-nitzschia_multistriata_ASM90066040v1	-	gene-PSNMU_V1.4_AUG-EV-PASAV3_0095750	gene-PSNMU_V1.4_AUG-EV-PASAV3_0096340	gene-PSNMU_V1.4_AUG-EV-PASAV3_0095760	866	F	208
PtTHIC	CAACVS010000616_1	100	14	0	0	4	17	107956	107969	3.6	28.2	Pseudo-nitzschia_multistriata_ASM90066040v1	+	gene-PSNMU_V1.4_AUG-EV-PASAV3_0111910	gene-PSNMU_V1.4_AUG-EV-PASAV3_0111900	gene-PSNMU_V1.4_AUG-EV-PASAV3_0111920	107962.5	F	209
PtSSSP	CM000605_1	100	13	0	0	3	15	273792	273804	7.2	26.3	Phaeodactylum_tricornutum_ASM15095v2	+	gene-PHATRDRAFT_31518	gene-PHATRDRAFT_42514	gene-PHATRDRAFT_42515	273798	F	210
TpTHI1	CM000605_1	100	13	0	0	3	15	884305	884293	6.8	26.3	Phaeodactylum_tricornutum_ASM15095v2	-	CM000605_1:884305-884293	gene-PHATRDRAFT_6258	gene-PHATRDRAFT_8940	884299	F	211
TpTHI1	CM000605_1	100	13	0	0	2	14	1063223	1063235	6.8	26.3	Phaeodactylum_tricornutum_ASM15095v2	+	gene-PHATRDRAFT_17495	gene-PHATRDRAFT_42770	gene-PHATRDRAFT_31840	1063229	F	212
PtTHIC	CM000605_1	94.118	17	1	0	17	33	2424075	2424059	6.8	26.3	Phaeodactylum_tricornutum_ASM15095v2	-	gene-PHATRDRAFT_25067	gene-PHATRDRAFT_56450	gene-PHATRDRAFT_50695	2424067	F	213
TpSSSP	CM000605_1	100	14	0	0	15	28	2425660	2425673	1.8	28.2	Phaeodactylum_tricornutum_ASM15095v2	+	CM000605_1:2425660-2425673	gene-PHATRDRAFT_25067	gene-PHATRDRAFT_50695	2425666.5	F	214
TpSSSP	CM000606_1	100	13	0	0	24	36	683227	683239	7.2	26.3	Phaeodactylum_tricornutum_ASM15095v2	+	gene-PHATRDRAFT_43515	gene-PHATRDRAFT_54101	gene-PHATRDRAFT_43516	683233	F	215
PtTHIC	CM000606_1	100	13	0	0	22	34	1421570	1421558	6.8	26.3	Phaeodactylum_tricornutum_ASM15095v2	-	gene-PHATRDRAFT_55416	gene-PHATRDRAFT_18398	gene-PHATRDRAFT_18404	1421564	F	216
FcSSSP	CM000607_1	100	13	0	0	3	15	163861	163873	6.8	26.3	Phaeodactylum_tricornutum_ASM15095v2	+	gene-PHATRDRAFT_44301	gene-PHATRDRAFT_33705	gene-PHATRDRAFT_44302	163867	F	217
FcTHIC	CM000607_1	100	13	0	0	23	35	621768	621756	7.2	26.3	Phaeodactylum_tricornutum_ASM15095v2	-	gene-PHATRDRAFT_10974	gene-PHATRDRAFT_44454	gene-PHATRDRAFT_33901	621762	F	218
PmSSSP	CM000607_1	100	13	0	0	3	15	852454	852466	7.2	26.3	Phaeodactylum_tricornutum_ASM15095v2	+	CM000607_1:852454-852466	gene-PHATRDRAFT_11084	gene-PHATRDRAFT_10799	852460	F	219
TpSSSP	CM000608_1	100	13	0	0	8	20	114146	114134	7.2	26.3	Phaeodactylum_tricornutum_ASM15095v2	-	gene-PHATRDRAFT_44745	gene-PHATRDRAFT_44744	gene-PHATRDRAFT_34244	114140	F	220
TpSSSP	CM000608_1	100	13	0	0	6	18	826495	826483	7.2	26.3	Phaeodactylum_tricornutum_ASM15095v2	-	CM000608_1:826495-826483	gene-PHATRDRAFT_5424	gene-PHATRDRAFT_5532	826489	F	221
PmSSSP	CM000608_1	94.118	17	1	0	2	18	873418	873402	7.2	26.3	Phaeodactylum_tricornutum_ASM15095v2	-	gene-PHATRDRAFT_19513	gene-PHATRDRAFT_34543	gene-PHATRDRAFT_44977	873410	F	222
TpSSSP	CM000609_1	100	13	0	0	23	35	205524	205512	7.2	26.3	Phaeodactylum_tricornutum_ASM15095v2	-	gene-PHATRDRAFT_45104	gene-PHATRDRAFT_11652	gene-PHATRDRAFT_34715	205518	F	223
PtSSSP	CM000609_1	100	14	0	0	11	24	940311	940324	1.8	28.2	Phaeodactylum_tricornutum_ASM15095v2	+	gene-PHATRDRAFT_41928	gene-PHATRDRAFT_45357	gene-PHATRDRAFT_35042	940317.5	F	224
FcTHIC	CM000609_1	100	13	0	0	5	17	984095	984083	7.2	26.3	Phaeodactylum_tricornutum_ASM15095v2	-	gene-PHATRDRAFT_35061	gene-PHATRDRAFT_26970	gene-PHATRDRAFT_45373	984089	F	225
TpSSSP	CM000611_1	100	13	0	0	5	17	18994	19006	7.2	26.3	Phaeodactylum_tricornutum_ASM15095v2	+	gene-PHATRDRAFT_45722	gene-PHATRDRAFT_45721	gene-PHATRDRAFT_35488	19000	F	226
TpSSSP	CM000611_1	100	14	0	0	22	35	41635	41622	1.8	28.2	Phaeodactylum_tricornutum_ASM15095v2	-	CM000611_1:41635-41622	gene-PHATRDRAFT_27286	gene-PHATRDRAFT_45726	41628.5	F	227
TpTHI1	CM000611_1	100	13	0	0	8	20	155484	155472	6.8	26.3	Phaeodactylum_tricornutum_ASM15095v2	-	CM000611_1:155484-155472	gene-PHATRDRAFT_35540	gene-PHATRDRAFT_45757	155478	F	228
PtTHIC	CM000611_1	94.118	17	1	0	18	34	217199	217215	6.8	26.3	Phaeodactylum_tricornutum_ASM15095v2	+	gene-PHATRDRAFT_35556	gene-PHATRDRAFT_12520	gene-PHATRDRAFT_35557	217207	F	229
PtTHIC	CM000612_1	100	13	0	0	6	18	136159	136171	6.8	26.3	Phaeodactylum_tricornutum_ASM15095v2	+	gene-PHATRDRAFT_12662	gene-PHATRDRAFT_46064	gene-PHATRDRAFT_12878	136165	F	230
TpSSSP	CM000612_1	94.118	17	1	0	8	24	551403	551387	7.2	26.3	Phaeodactylum_tricornutum_ASM15095v2	-	gene-PHATRDRAFT_36106	gene-PHATRDRAFT_36105	gene-PHATRDRAFT_36107	551395	F	231
TpTHI1	CM000612_1	100	13	0	0	19	31	663469	663457	6.8	26.3	Phaeodactylum_tricornutum_ASM15095v2	-	CM000612_1:663469-663457	gene-PHATRDRAFT_12729	gene-PHATRDRAFT_20608	663463	F	232
TpSSSP	CM000613_1	100	13	0	0	20	32	80426	80414	7.2	26.3	Phaeodactylum_tricornutum_ASM15095v2	-	gene-PHATRDRAFT_20740	gene-PHATRDRAFT_36287	gene-PHATRDRAFT_36289	80420	F	233
TpSSSP	CM000613_1	100	13	0	0	24	36	133401	133413	7.2	26.3	Phaeodactylum_tricornutum_ASM15095v2	+	gene-PHATRDRAFT_36310	gene-PHATRDRAFT_36309	gene-PHATRDRAFT_36311	133407	F	234
PtSSSP	CM000613_1	100	14	0	0	22	35	348078	348091	1.8	28.2	Phaeodactylum_tricornutum_ASM15095v2	+	gene-PHATRDRAFT_46440	gene-PHATRDRAFT_36394	gene-PHATRDRAFT_13096	348084.5	F	235
TpTHI1	CM000613_1	100	13	0	0	2	14	648123	648111	6.8	26.3	Phaeodactylum_tricornutum_ASM15095v2	-	gene-PHATRDRAFT_36517	gene-PHATRDRAFT_46540	gene-PHATRDRAFT_46542	648117	F	236
PtSSSP	CM000613_1	100	13	0	0	20	32	810573	810561	7.2	26.3	Phaeodactylum_tricornutum_ASM15095v2	-	gene-PHATRDRAFT_13073	gene-PHATRDRAFT_36582	gene-PHATRDRAFT_46588	810567	F	237
FcTHIC	CM000615_1	100	13	0	0	14	26	164091	164079	7.2	26.3	Phaeodactylum_tricornutum_ASM15095v2	-	gene-PHATRDRAFT_47277	gene-PHATRDRAFT_47276	gene-PHATRDRAFT_7923	164085	F	238
TpTHI1	CM000615_1	100	15	0	0	5	19	734479	734493	0.44	30.2	Phaeodactylum_tricornutum_ASM15095v2	+	gene-PHATRDRAFT_21667	gene-PHATRDRAFT_21664	gene-PHATRDRAFT_37703	734486	F	239
PtTHIC	CM000617_1	100	35	0	0	1	35	31423	31457	5.07e-13	69.9	Phaeodactylum_tricornutum_ASM15095v2	+	CM000617_1:31423-31457	gene-PHATRDRAFT_38085	gene-PHATRDRAFT_38086	31440	F	240
PtSSSP	CM000617_1	94.118	17	1	0	1	17	31423	31439	7.2	26.3	Phaeodactylum_tricornutum_ASM15095v2	+	CM000617_1:31423-31439	gene-PHATRDRAFT_38085	gene-PHATRDRAFT_38086	31431	F	241
FcTHIC	CM000617_1	90.476	21	2	0	7	27	31429	31449	7.2	26.3	Phaeodactylum_tricornutum_ASM15095v2	+	CM000617_1:31429-31449	gene-PHATRDRAFT_38085	gene-PHATRDRAFT_38086	31439	F	242
TpTHI1	CM000617_1	94.118	17	1	0	1	17	110082	110066	6.8	26.3	Phaeodactylum_tricornutum_ASM15095v2	-	gene-PHATRDRAFT_47807	gene-PHATRDRAFT_47806	gene-PHATRDRAFT_21929	110074	F	243
PtSSSP	CM000620_1	100	13	0	0	22	34	32264	32276	7.2	26.3	Phaeodactylum_tricornutum_ASM15095v2	+	CM000620_1:32264-32276	gene-PHATRDRAFT_38980	gene-PHATRDRAFT_7018	32270	F	244
PtSSSP	CM000620_1	100	13	0	0	16	28	248833	248845	7.2	26.3	Phaeodactylum_tricornutum_ASM15095v2	+	gene-PHATRDRAFT_48575	gene-PHATRDRAFT_48574	gene-PHATRDRAFT_5617	248839	F	245
