QueryId	SubjectId	Identity(%)	Length	Mismatches	Gap_opens	Q_Start	Q_End	S_Start	S_End	Evalue	BitScore	Genome	Strand	Gene	G_Start	G_End	G_Strand	S_Center
dxs	scaffold49_size1113722	76.963	573	120	4	1	567	374578	376278	0	920	Cyclotella_cryptica_ASM1318728v1	+	CCRYP_002852_size1113722-snap-gene-3.3	374078	377370	+	375428
ylmB	scaffold50_size1076052	22.016	486	303	15	3	425	1068348	1069766	1.01e-13	75.9	Cyclotella_cryptica_ASM1318728v1	+	CCRYP_003523_size1076052-processed-gene-9.65	1068249	1069769	+	1069057
TPK1	scaffold53_size842038	28.767	146	76	5	148	266	99638	99204	1.76e-21	62.8	Cyclotella_cryptica_ASM1318728v1	-	CCRYP_005566_size842038-augustus-gene-1.3	99113	100664	-	99421
thiO	scaffold58_size654149	27.869	366	211	13	26	348	137191	136124	4.91e-27	115	Cyclotella_cryptica_ASM1318728v1	-	CCRYP_008169_size654149-processed-gene-1.26	134882	137458	-	136657.5
phoA	scaffold634_size40631	39.13	46	28	0	113	158	17195	17058	0.041	38.9	Cyclotella_cryptica_ASM1318728v1	-	CCRYP_020953_size40631-processed-gene-0.13	15303	18318	-	17126.5
TENA_E	scaffold78_size742230	34.211	38	23	1	4	39	92316	92429	4.5	30	Cyclotella_cryptica_ASM1318728v1	+	CCRYP_006888_size742230-processed-gene-1.17	90951	93764	+	92372.5
thiF	scaffold81_size906611	39.823	226	114	5	8	212	32393	31719	6.95e-38	142	Cyclotella_cryptica_ASM1318728v1	-	CCRYP_004866_size906611-augustus-gene-0.14	30994	33077	-	32056
PHO	scaffold828_size23355	25.641	78	55	2	19	95	13783	13556	1	34.3	Cyclotella_cryptica_ASM1318728v1	-	CCRYP_021153_size23355-snap-gene-0.5	13530	14814	+	13669.5
rsgA	scaffold9_size952703	28.378	74	53	0	232	305	461854	461633	0.28	35.4	Cyclotella_cryptica_ASM1318728v1	-	CCRYP_004585_size952703-processed-gene-4.41	461282	464161	-	461743.5
adk	scaffold91_size1046064	61.417	254	47	1	105	307	971673	972434	1.35e-91	300	Cyclotella_cryptica_ASM1318728v1	+	CCRYP_003889_size1046064-augustus-gene-9.78	971190	974232	+	972053.5
tenI	scaffold98_size484710	24.324	185	107	8	43	196	356950	356402	0.017	38.1	Cyclotella_cryptica_ASM1318728v1	-	CCRYP_011429_size484710-exonerate_est2genome-gene-3.16	355702	357408	-	356676
thiG	Sro_chlor_contig51	47.059	255	127	3	2	248	58187	57423	1.07e-68	231	Seminavis_robusta_version1.2	-	Sro51_chlor_g029930	57402	58208	-	57805
thi4	Sro_contig1022	48.485	33	16	1	33	64	9304	9402	0.03	38.1	Seminavis_robusta_version1.2	+	Sro1022_g232330	9238	10831	+	9353
TPK1	Sro_contig103	30.12	166	92	8	119	266	47722	47243	1.79e-15	60.5	Seminavis_robusta_version1.2	-	Sro103_g052470	47216	48054	-	47482.5
E2.5.1.2	Sro_contig1109	36.923	65	32	3	403	465	31488	31315	5	31.6	Seminavis_robusta_version1.2	-	Sro1109_g242350	30108	32969	-	31401.5
thiH	Sro_contig1555	34.385	317	184	9	69	363	21106	22050	1.66e-46	172	Seminavis_robusta_version1.2	+	Sro1555_g282170	20686	22308	+	21578
NTPCR	Sro_contig186	41.081	185	90	6	7	178	24671	24135	4.74e-28	111	Seminavis_robusta_version1.2	-	Sro186_g080610	23028	24813	-	24403
thiF	Sro_contig1881	41.063	207	116	4	8	210	2263	1649	1.41e-34	132	Seminavis_robusta_version1.2	-	Sro1881_g303260	872	2990	-	1956
iscS	Sro_contig19	83.508	382	62	1	18	398	169073	170218	0	652	Seminavis_robusta_version1.2	+	Sro19_g013730	168192	170813	+	169645.5
PHO	Sro_contig1913	36	50	31	1	50	99	16039	16185	0.49	35	Seminavis_robusta_version1.2	+	Sro1913_g305020	15924	17353	+	16112
dxs	Sro_contig197	78.498	586	86	3	17	565	19466	21214	0	934	Seminavis_robusta_version1.2	+	Sro197_g083720	18486	24020	+	20340
thiK	Sro_contig239	28.571	112	68	4	2	109	45744	45433	0.25	34.7	Seminavis_robusta_version1.2	-	Sro239_g095920	45520	48057	+	45588.5
thiL	Sro_contig2552	26.389	72	52	1	245	316	1322	1534	3	31.6	Seminavis_robusta_version1.2	+	Sro_contig2552:1322-1534				1428
thiM	Sro_contig286	41.935	31	18	0	11	41	10951	11043	4	30.8	Seminavis_robusta_version1.2	+	Sro286_g108220	4857	18676	-	10997
THI6	Sro_contig3058	38.333	60	36	1	38	96	6498	6319	1.07e-4	47	Seminavis_robusta_version1.2	-	Sro3058_g342900	5947	7739	-	6408.5
thiE	Sro_contig3058	39.512	205	116	5	9	205	6570	5956	1.41e-30	119	Seminavis_robusta_version1.2	-	Sro3058_g342900	5947	7739	-	6263
thiDE	Sro_contig3058	40	160	91	3	337	493	7670	7197	1.81e-25	114	Seminavis_robusta_version1.2	-	Sro3058_g342900	5947	7739	-	7433.5
thiDN	Sro_contig3058	40.86	186	103	3	4	183	7727	7173	3.39e-28	120	Seminavis_robusta_version1.2	-	Sro3058_g342900	5947	7739	-	7450
thiD	Sro_contig3058	47.802	182	91	3	1	179	7739	7197	5.18e-35	134	Seminavis_robusta_version1.2	-	Sro3058_g342900	5947	7739	-	7468
THI20	Sro_contig3058	37.5	192	109	6	16	202	7754	7197	4.11e-19	93.6	Seminavis_robusta_version1.2	-	Sro3058_g342900	5947	7739	-	7475.5
THI4	Sro_contig3165	29.63	81	41	3	94	170	4517	4311	0.25	35.4	Seminavis_robusta_version1.2	-	Sro3165_g344660	972	4788	-	4414
THTPA	Sro_contig3376	34.169	319	161	12	2	276	4572	3631	2.68e-35	135	Seminavis_robusta_version1.2	-	Sro3376_g347400	3226	4777	-	4101.5
thiI	Sro_contig3541	26.531	49	32	1	184	232	5826	5960	1.2	33.5	Seminavis_robusta_version1.2	+	Sro_contig3541:5826-5960				5893
thiO	Sro_contig399	28.045	353	212	13	45	363	53304	54338	1.66e-25	110	Seminavis_robusta_version1.2	+	Sro399_g134930	53091	55801	+	53821
thiC	Sro_contig446	85.754	358	47	1	262	619	43831	44892	0	619	Seminavis_robusta_version1.2	+	Sro446_g144700	42554	45358	+	44361.5
rsgA	Sro_contig453	30.189	159	72	11	90	212	21132	20665	5.36e-4	43.5	Seminavis_robusta_version1.2	-	Sro453_g146070	20034	22500	-	20898.5
phoA	Sro_contig525	32.781	302	137	7	43	293	33810	32950	1.75e-24	110	Seminavis_robusta_version1.2	-	Sro525_g160150	31694	33897	-	33380
tenI	Sro_contig564	23.118	186	129	5	27	198	46219	45662	0.003	39.7	Seminavis_robusta_version1.2	-	Sro564_g167450	45336	46657	-	45940.5
THI5	Sro_contig721	29.825	57	32	1	176	232	44276	44130	2.3	32	Seminavis_robusta_version1.2	-	Sro721_g192790	43386	46159	-	44203
PHO5_11_12	Sro_contig820	33.333	36	24	0	361	396	37477	37370	8.8	30.8	Seminavis_robusta_version1.2	-	Sro_contig820:37477-37370				37423.5
ylmB	Sro_contig87	39.535	86	52	0	83	168	84313	84056	1.63e-9	62	Seminavis_robusta_version1.2	-	Sro87_g046140	82392	84862	-	84184.5
adk	Sro_contig886	67.451	255	44	2	92	307	39373	38609	1.79e-103	333	Seminavis_robusta_version1.2	-	Sro886_g216240	38387	39721	-	38991
tenA	Sro_contig90	29.323	133	89	4	52	180	36789	36394	9.35e-6	48.1	Seminavis_robusta_version1.2	-	Sro90_g047300	35847	37052	-	36591.5
ACP1	Sro_contig989	33.871	62	37	3	75	135	6339	6163	0.55	32	Seminavis_robusta_version1.2	-	Sro_contig989:6339-6163				6251
thiN	Sro_contig999	31.111	45	31	0	86	130	9128	9262	0.28	33.5	Seminavis_robusta_version1.2	+	Sro999_g229610	8229	9759	+	9195
thiK	WKLE02000063_1	30.357	56	35	1	171	226	3952	4107	2.8	30.4	Asterionellopsis_glacialis_ASM1488511v2	+	WKLE02000063_1:3952-4107				4029.5
THI20	WKLE02000418_1	31.295	278	163	5	24	276	54657	55481	1.06e-23	107	Asterionellopsis_glacialis_ASM1488511v2	+	WKLE02000418_1:54657-55481				55069
thiDN	WKLE02000418_1	34.94	249	119	5	4	214	54660	55391	4.74e-23	103	Asterionellopsis_glacialis_ASM1488511v2	+	WKLE02000418_1:54660-55391				55025.5
thiD	WKLE02000418_1	36.709	237	114	7	19	221	54702	55406	1.86e-30	120	Asterionellopsis_glacialis_ASM1488511v2	+	WKLE02000418_1:54702-55406				55054
thiDE	WKLE02000418_1	32.34	235	125	5	337	539	54717	55415	8.61e-25	110	Asterionellopsis_glacialis_ASM1488511v2	+	WKLE02000418_1:54717-55415				55066
thiE	WKLE02000418_1	39.394	198	112	5	15	204	55710	56303	1.63e-31	121	Asterionellopsis_glacialis_ASM1488511v2	+	WKLE02000418_1:55710-56303				56006.5
THI6	WKLE02000418_1	25.98	204	131	6	38	236	55764	56330	7.64e-5	46.6	Asterionellopsis_glacialis_ASM1488511v2	+	WKLE02000418_1:55764-56330				56047
thiH	WKLE02000534_1	34.783	46	26	1	76	121	7884	7759	2.1	31.6	Asterionellopsis_glacialis_ASM1488511v2	-	WKLE02000534_1:7884-7759				7821.5
iscS	WKLE02000668_1	72.566	452	70	2	2	399	26770	25415	0	645	Asterionellopsis_glacialis_ASM1488511v2	-	WKLE02000668_1:26770-25415				26092.5
TPK1	WKLE02000689_1	26.962	293	161	9	3	266	34402	35208	1.15e-21	95.1	Asterionellopsis_glacialis_ASM1488511v2	+	WKLE02000689_1:34402-35208				34805
tenI	WKLE02000702_1	28.049	164	100	9	42	188	106029	106517	2.62e-5	45.1	Asterionellopsis_glacialis_ASM1488511v2	+	WKLE02000702_1:106029-106517				106273
thi4	WKLE02000813_1	42.5	40	23	0	22	61	26993	27112	0.016	37.7	Asterionellopsis_glacialis_ASM1488511v2	+	WKLE02000813_1:26993-27112				27052.5
tenA	WKLE02001215_1	22.222	72	55	1	110	180	4646	4861	0.066	35.4	Asterionellopsis_glacialis_ASM1488511v2	+	WKLE02001215_1:4646-4861				4753.5
PHO5_11_12	WKLE02001216_1	52.174	23	11	0	435	457	18637	18569	4.2	27.7	Asterionellopsis_glacialis_ASM1488511v2	-	WKLE02001216_1:18637-18569				18603
thiC	WKLE02001293_1	83.531	589	90	3	32	618	18349	20100	0	1010	Asterionellopsis_glacialis_ASM1488511v2	+	WKLE02001293_1:18349-20100				19224.5
thiO	WKLE02001329_1	27.887	355	208	13	45	363	14177	13149	3.27e-27	114	Asterionellopsis_glacialis_ASM1488511v2	-	WKLE02001329_1:14177-13149				13663
THI5	WKLE02001615_1	26.19	252	165	8	5	244	3635	2907	1.14e-10	63.9	Asterionellopsis_glacialis_ASM1488511v2	-	WKLE02001615_1:3635-2907				3271
TH2	WKLE02002003_1	36.565	361	148	8	75	435	30916	30077	2.49e-51	187	Asterionellopsis_glacialis_ASM1488511v2	-	WKLE02002003_1:30916-30077				30496.5
rsgA	WKLE02002031_1	30.986	71	49	0	84	154	977	1189	0.04	36.6	Asterionellopsis_glacialis_ASM1488511v2	+	WKLE02002031_1:977-1189				1083
ylmB	WKLE02002038_1	27.329	161	105	6	8	159	5399	5872	3.56e-5	47.4	Asterionellopsis_glacialis_ASM1488511v2	+	WKLE02002038_1:5399-5872				5635.5
thiF	WKLE02002052_1	34.959	246	148	3	1	234	14281	15018	4.63e-32	124	Asterionellopsis_glacialis_ASM1488511v2	+	WKLE02002052_1:14281-15018				14649.5
THI4	WKLE02002459_1	35.294	51	33	0	85	135	5399	5247	0.51	33.5	Asterionellopsis_glacialis_ASM1488511v2	-	WKLE02002459_1:5399-5247				5323
E2.5.1.2	WKLE02002750_1	29.545	44	31	0	357	400	84597	84728	4.4	30.8	Asterionellopsis_glacialis_ASM1488511v2	+	WKLE02002750_1:84597-84728				84662.5
dxs	WKLE02003169_1	77.46	559	76	2	51	560	6921	8594	0	894	Asterionellopsis_glacialis_ASM1488511v2	+	WKLE02003169_1:6921-8594				7757.5
ACP1	WKLE02003475_1	33.333	36	24	0	69	104	9165	9272	2	29.6	Asterionellopsis_glacialis_ASM1488511v2	+	WKLE02003475_1:9165-9272				9218.5
thiL	WKLE02004189_1	45.161	31	15	1	222	250	327	419	8.2	29.3	Asterionellopsis_glacialis_ASM1488511v2	+	WKLE02004189_1:327-419				373
thiM	WKLE02004789_1	29.231	65	40	2	16	80	19202	19026	9.1	28.9	Asterionellopsis_glacialis_ASM1488511v2	-	WKLE02004789_1:19202-19026				19114
thiI	WKLE02004806_1	26.389	72	51	1	406	477	13287	13496	0.76	33.5	Asterionellopsis_glacialis_ASM1488511v2	+	WKLE02004806_1:13287-13496				13391.5
phoA	WKLE02005005_1	36.842	38	24	0	118	155	4908	4795	2	32.3	Asterionellopsis_glacialis_ASM1488511v2	-	WKLE02005005_1:4908-4795				4851.5
THTPA	WKLE02005184_1	37.548	261	142	10	23	277	16420	17157	2.21e-44	161	Asterionellopsis_glacialis_ASM1488511v2	+	WKLE02005184_1:16420-17157				16788.5
TENA_E	WKLE02005232_1	31.25	32	22	0	83	114	3363	3268	5.5	28.5	Asterionellopsis_glacialis_ASM1488511v2	-	WKLE02005232_1:3363-3268				3315.5
adk	WKLE02005941_1	52.29	262	87	1	90	313	284	1069	1.47e-87	267	Asterionellopsis_glacialis_ASM1488511v2	+	WKLE02005941_1:284-1069				676.5
NTPCR	WKLE02006038_1	35.227	176	101	7	7	177	13557	14060	8.18e-20	86.7	Asterionellopsis_glacialis_ASM1488511v2	+	WKLE02006038_1:13557-14060				13808.5
thiN	WKLE02006304_1	28.829	111	69	5	46	152	2782	2468	1.2	30.8	Asterionellopsis_glacialis_ASM1488511v2	-	WKLE02006304_1:2782-2468				2625
thiG	WKLE02006732_1	51.765	255	115	3	2	248	883	1647	5.32e-74	245	Asterionellopsis_glacialis_ASM1488511v2	+	WKLE02006732_1:883-1647				1265
thiG	WXVQ01000001_1	29.412	85	44	3	168	252	82156	81950	3.4	28.9	Nitzschia_sp_Nitz4	-	WXVQ01000001_1:82156-81950				82053
thiE	WXVQ01000009_1	32.558	43	27	1	148	188	83488	83616	1.8	29.3	Nitzschia_sp_Nitz4	+	WXVQ01000009_1:83488-83616				83552
TH2	WXVQ01000011_1	32.075	53	31	1	234	286	181103	181246	8.7	28.5	Nitzschia_sp_Nitz4	+	WXVQ01000011_1:181103-181246				181174.5
thiD	WXVQ01000012_1	36.667	30	19	0	132	161	110652	110563	2.1	29.6	Nitzschia_sp_Nitz4	-	WXVQ01000012_1:110652-110563				110607.5
iscS	WXVQ01000013_1	86.162	383	53	0	18	400	215677	216825	0	671	Nitzschia_sp_Nitz4	+	WXVQ01000013_1:215677-216825				216251
THI4	WXVQ01000016_1	56	25	11	0	86	110	91557	91483	0.29	33.1	Nitzschia_sp_Nitz4	-	WXVQ01000016_1:91557-91483				91520
ACP1	WXVQ01000033_1	36.842	38	19	2	126	158	63386	63273	1.7	28.5	Nitzschia_sp_Nitz4	-	WXVQ01000033_1:63386-63273				63329.5
thiC	WXVQ01000039_1	27.848	79	48	2	196	273	112867	113079	1.4	32	Nitzschia_sp_Nitz4	+	WXVQ01000039_1:112867-113079				112973
rsgA	WXVQ01000041_1	33.036	112	58	7	117	212	21435	21103	2.3e-4	42.7	Nitzschia_sp_Nitz4	-	WXVQ01000041_1:21435-21103				21269
tenI	WXVQ01000048_1	32.857	70	44	2	139	205	65953	66162	0.34	31.6	Nitzschia_sp_Nitz4	+	WXVQ01000048_1:65953-66162				66057.5
NTPCR	WXVQ01000050_1	30.337	89	54	3	19	107	32579	32821	0.55	30.4	Nitzschia_sp_Nitz4	+	WXVQ01000050_1:32579-32821				32700
thiO	WXVQ01000050_1	25.773	194	115	7	195	363	39352	39921	1.2e-6	50.4	Nitzschia_sp_Nitz4	+	WXVQ01000050_1:39352-39921				39636.5
thiI	WXVQ01000051_1	43.75	32	12	1	187	218	33915	33992	7.6	28.9	Nitzschia_sp_Nitz4	+	WXVQ01000051_1:33915-33992				33953.5
thiDN	WXVQ01000058_1	33.333	102	61	3	77	173	26836	27135	2.56e-10	62.8	Nitzschia_sp_Nitz4	+	WXVQ01000058_1:26836-27135				26985.5
THI20	WXVQ01000058_1	41.667	48	27	1	122	169	26917	27057	0.14	35	Nitzschia_sp_Nitz4	+	WXVQ01000058_1:26917-27057				26987
adk	WXVQ01000075_1	63.855	249	57	2	89	307	87245	86508	3.78e-96	311	Nitzschia_sp_Nitz4	-	WXVQ01000075_1:87245-86508				86876.5
THI5	WXVQ01000079_1	39.286	28	17	0	313	340	34795	34878	2.6	29.6	Nitzschia_sp_Nitz4	+	WXVQ01000079_1:34795-34878				34836.5
dxs	WXVQ01000081_1	29.921	127	82	5	422	544	110818	111189	5.94e-5	46.6	Nitzschia_sp_Nitz4	+	WXVQ01000081_1:110818-111189				111003.5
thiL	WXVQ01000084_1	39.474	38	19	1	252	289	64206	64105	0.11	34.3	Nitzschia_sp_Nitz4	-	WXVQ01000084_1:64206-64105				64155.5
thiDE	WXVQ01000092_1	50	24	12	0	432	455	69170	69099	8.8	28.9	Nitzschia_sp_Nitz4	-	WXVQ01000092_1:69170-69099				69134.5
thiF	WXVQ01000107_1	38.728	173	101	3	42	211	6474	5962	5.48e-31	110	Nitzschia_sp_Nitz4	-	WXVQ01000107_1:6474-5962				6218
thi4	WXVQ01000133_1	48.571	35	18	0	28	62	50026	50130	0.038	35.4	Nitzschia_sp_Nitz4	+	WXVQ01000133_1:50026-50130				50078
ylmB	WXVQ01000155_1	33.333	84	56	0	83	166	45592	45843	6.8e-6	48.1	Nitzschia_sp_Nitz4	+	WXVQ01000155_1:45592-45843				45717.5
thiN	WXVQ01000176_1	35.417	48	26	2	86	133	29109	29237	0.37	31.2	Nitzschia_sp_Nitz4	+	WXVQ01000176_1:29109-29237				29173
TPK1	WXVQ01000181_1	30.035	283	130	11	3	266	6441	7142	1e-24	103	Nitzschia_sp_Nitz4	+	WXVQ01000181_1:6441-7142				6791.5
thiM	WXVQ01000184_1	35.849	53	29	2	154	203	43978	43826	3.5	28.9	Nitzschia_sp_Nitz4	-	WXVQ01000184_1:43978-43826				43902
THTPA	WXVQ01000185_1	36.719	256	145	10	28	277	12229	11495	1.69e-34	132	Nitzschia_sp_Nitz4	-	WXVQ01000185_1:12229-11495				11862
E2.5.1.2	WXVQ01000213_1	35	40	25	1	427	465	8750	8631	6.7	29.3	Nitzschia_sp_Nitz4	-	WXVQ01000213_1:8750-8631				8690.5
tenA	WXVQ01000223_1	39.286	28	17	0	104	131	13500	13417	0.49	31.2	Nitzschia_sp_Nitz4	-	WXVQ01000223_1:13500-13417				13458.5
PHO5_11_12	WXVQ01000266_1	26.804	97	56	3	301	392	15349	15089	0.47	32.7	Nitzschia_sp_Nitz4	-	WXVQ01000266_1:15349-15089				15219
PHO	WXVQ01000266_1	25	120	75	3	278	392	15418	15089	0.23	33.9	Nitzschia_sp_Nitz4	-	WXVQ01000266_1:15418-15089				15253.5
thiH	WXVQ01000436_1	28.302	53	33	1	71	123	3711	3854	1.1	31.2	Nitzschia_sp_Nitz4	+	WXVQ01000436_1:3711-3854				3782.5
thiK	WXVQ01000920_1	47.826	23	12	0	70	92	205	273	5.3	27.7	Nitzschia_sp_Nitz4	+	WXVQ01000920_1:205-273				239
THI6	WXVQ01000985_1	36.842	38	24	0	476	513	147129	147242	5.2	29.6	Nitzschia_sp_Nitz4	+	WXVQ01000985_1:147129-147242				147185.5
phoA	WXVQ01000985_1	33.333	69	42	2	182	246	302415	302209	1.5	31.2	Nitzschia_sp_Nitz4	-	WXVQ01000985_1:302415-302209				302312
